Hide From Front,Hide From Front
"Are you sure you want to Hide selected Attribute from Front?","Are you sure you want to Hide selected Attribute from Front?"
Show In Front,Show In Front
"Are you sure you want to Deisplay selected Attribute from Front?","Are you sure you want to Deisplay selected Attribute from Front?"
Attribute Name,Attribute Name
Show in Front,Show in Front
